fecha,n_votacion,"ACUÑA PERALTA, MARÍA GRIMANEZA","ACUÑA PERALTA, SEGUNDO HÉCTOR","AGUINAGA RECUENCO, ALEJANDRO","AGÜERO GUTIÉRREZ, MARÍA ANTONIETA","ALCARRAZ AGÜERO, YOREL KIRA","ALEGRÍA GARCÍA, ARTURO","ALVA PRIETO, MARÍA DEL CARMEN","ALVA ROJAS, CARLOS ENRIQUE","AMURUZ DULANTO, YESSICA ROSSELLI","ANDERSON RAMÍREZ, CARLOS ANTONIO","ARAGÓN CARREÑO, LUIS ÁNGEL","ARRIOLA TUEROS, JOSÉ ALBERTO","AZURÍN LOAYZA, ALFREDO","BALCÁZAR ZELADA, JOSÉ MARÍA","BARBARÁN REYES, ROSANGELLA ANDREA","BAZÁN CALDERÓN, DIEGO ALONSO","BAZÁN NARRO, SIGRID TESORO","BELLIDO UGARTE, GUIDO","BERMEJO ROJAS, GUILLERMO","BURGOS OLIVEROS, JUAN BARTOLOMÉ","BUSTAMANTE DONAYRE, CARLOS ERNESTO","CALLE LOBATÓN, DIGNA","CAMONES SORIANO, LADY MERCEDES","CASTILLO RIVAS, EDUARDO ENRIQUE","CAVERO ALVA, ALEJANDRO ENRIQUE","CERRÓN ROJAS, WALDEMAR JOSÉ","CHACÓN TRUJILLO, NILZA MERLY","CHIABRA LEÓN, ROBERTO ENRIQUE","CHIRINOS VENEGAS, PATRICIA ROSA","CHÁVEZ CHINO, BETSSY BETZABET","CICCIA VÁSQUEZ, MIGUEL ANGEL","COAYLA JUÁREZ, JORGE SAMUEL","CORDERO JON TAY, LUIS GUSTAVO","CORDERO JON TAY, MARIA DEL PILAR","CORTEZ AGUIRRE, ISABEL","CRUZ MAMANI, FLAVIO","CUETO ASERVI, JOSÉ ERNESTO","CUTIPA CCAMA, VÍCTOR RAÚL","CÓRDOVA LOBATÓN, MARÍA JESSICA","DOROTEO CARBAJO, RAÚL FELIPE","DÁVILA ATANACIO, PASIÓN NEOMIAS","DÍAZ MONAGO, FREDDY RONALD","ECHAÍZ DE NÚÑEZ IZAGA, GLADYS M.","ECHEVERRÍA RODRÍGUEZ, HAMLET","ELERA GARCÍA, WILMAR ALBERTO","ELÍAS ÁVALOS, JOSÉ LUIS","ESPINOZA VARGAS, JHAEC DARWIN","FLORES ANCACHI, JORGE LUIS","FLORES RAMÍREZ, ALEX RANDU","FLORES RUÍZ, VÍCTOR SEFERINO","GARCÍA CORREA, IDELSO MANUEL","GONZA CASTILLO, AMÉRICO","GONZÁLES DELGADO, DIANA CAROLINA","GUERRA GARCÍA CAMPOS, HERNANDO","GUTIÉRREZ TICONA, PAUL SILVIO","HERRERA MAMANI, FERNANDO MARIO","HERRERA MEDINA, NOELIA ROSSVITH","HUAMÁN CORONADO, RAÚL","INFANTES CASTAÑEDA, MERY ELIANA","JERI ORÉ, JOSÉ ENRIQUE","JIMÉNEZ HEREDIA, DAVID JULIO","JULON IRIGOIN, ELVA EDHIT","JUÁREZ CALLE, HEIDY LISBETH","JUÁREZ GALLEGOS, CARMEN PATRICIA","JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA","KAMICHE MORANTE, LUIS ROBERTO","LIMACHI QUISPE, NIEVES ESMERALDA","LIZARZABURU LIZARZABURU, JUAN C.","LUNA GÁLVEZ, JOSÉ LEÓN","LUQUE IBARRA, RUTH","LÓPEZ MORALES, JENY LUZ","LÓPEZ UREÑA, ILICH FREDY","MARTICORENA MENDOZA, JORGE","MARTÍNEZ TALAVERA, PEDRO EDWIN","MEDINA HERMOSILLA, ELIZABETH SARA","MEDINA MINAYA, ESDRAS RICARDO","MONTALVO CUBAS, SEGUNDO TORIBIO","MONTEZA FACHO, SILVIA MARÍA","MONTOYA MANRIQUE, JORGE","MORANTE FIGARI, JORGE ALBERTO","MORI CELIS, JUAN CARLOS","MOYANO DELGADO, MARTHA LUPE","MUÑANTE BARRIOS, ALEJANDRO","MÁLAGA TRILLO, GEORGE EDWARD","OBANDO MORGAN, AURISTELA ANA","OLIVOS MARTÍNEZ, VIVIAN","PABLO MEDINA, FLOR AIDEE","PADILLA ROMERO, JAVIER ROMMEL","PALACIOS HUAMÁN, MARGOT","PAREDES CASTRO, FRANCIS JHASMINA","PAREDES FONSECA, KAROL IVETT","PAREDES GONZALES, ALEX ANTONIO","PAREDES PIQUÉ, SUSEL ANA MARÍA","PARIONA SINCHE, ALFREDO","PICÓN QUEDO, LUIS RAÚL","PORTALATINO ÁVALOS, KELLY ROXANA","PORTERO LÓPEZ, HILDA MARLENY","QUIROZ BARBOZA, SEGUNDO TEODOMIRO","QUISPE MAMANI, WILSON RUSBEL","QUITO SARMIENTO, BERNARDO JAIME","RAMÍREZ GARCÍA, TANIA ESTEFANY","REVILLA VILLANUEVA, CÉSAR MANUEL","REYES CAM, ABEL AUGUSTO","REYMUNDO MERCADO, EDGARD CORNELIO","RIVAS CHACARA, JANET MILAGROS","ROBLES ARAUJO, SILVANA EMPERATRIZ","RUÍZ RODRÍGUEZ, MAGALY ROSMERY","SAAVEDRA CASTERNOQUE, HITLER","SALHUANA CAVIDES, EDUARDO","SOTO PALACIOS, WILSON","SOTO REYES, ALEJANDRO","SÁNCHEZ PALOMINO, ROBERTO HELBERT","TACURI VALDIVIA, GERMÁN ADOLFO","TAIPE CORONADO, MARÍA ELIZABETH","TELLO MONTES, NIVARDO EDGAR","TORRES SALINAS, ROSIO","TRIGOZO REÁTEGUI, CHERYL","TUDELA GUTIÉRREZ, ADRIANA JOSEFINA","UGARTE MAMANI, JHAKELINE KATY","VALER PINTO, HÉCTOR","VARAS MELÉNDEZ, ELÍAS MARCIAL",VENTURA ANGEL HÉCTOR JOSÉ,"VERGARA MENDOZA, ELVIS HERNÁN","VÁSQUEZ VELA, LUCINDA","WILLIAMS ZAPATA, JOSÉ DANIEL","WONG PUJADA, ENRIQUE","YARROW LUMBRERAS, NORMA MARTINA","ZEA CHOQUECHAMBI, OSCAR","ZEBALLOS APONTE, JORGE","ZEBALLOS MADARIAGA, CARLOS","ZETA CHUNGA, CRUZ MARÍA"
2021-08-12,10.0,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,***,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,LO,AUS,NO ---,NO ---,AUS,AUS,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,LO,AUS,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,,NO ---,SI +++,SI +++,NO ---,NO ---,LO,NO ---,LO,NO ---,SI +++,NO ---,NO ---,NO ---,AUS,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,LO,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,ABST.,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,AUS,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,AUS,AUS,NO ---
2021-08-12,11.0,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,LO,AUS,SI +++,SI +++,AUS,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,LO,SI +++,NO ---,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,LO,SI +++,NO ---,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,LO,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,ABST.,NO ---,SI +++,AUS,SI +++,NO ---,AUS,AUS,SI +++
2021-08-12,12.0,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,LO,AUS,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,AUS,SI +++,ABST.,AUS,AUS,SI +++
2021-08-19,1.0,NO ---,NO ---,NO ---,SI +++,SI +++,NO ---,***,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,LO,SI +++,LE,NO ---,ABST.,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,ABST.,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,LO,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,LP,SI +++,SI +++,NO ---,NO ---,AUS,SI +++,ABST.,SI +++,NO ---,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,AUS,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,LO,NO ---,NO ---,NO ---,SI +++,NO ---,AUS,NO ---
2021-08-19,2.0,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,***,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,LO,SI +++,LE,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,LO,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LP,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,AUS,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,LO,NO ---,SI +++,NO ---,SI +++,NO ---,AUS,NO ---
2021-08-19,3.0,NO ---,NO ---,SI +++,NO ---,ABST.,SI +++,***,ABST.,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,LO,SI +++,LE,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,SI +++,LO,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,,SI +++,ABST.,AUS,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,ABST.,SI +++,SI +++,ABST.,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,ABST.,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,LP,NO ---,NO ---,SI +++,SI +++,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,AUS,NO ---,NO ---,NO ---,ABST.,AUS,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,LO,SI +++,NO ---,SI +++,NO ---,SI +++,AUS,SI +++
2021-08-19,4.0,SI +++,ABST.,ABST.,NO ---,NO ---,ABST.,***,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,ABST.,SI +++,NO ---,LO,AUS,LE,ABST.,NO ---,SI +++,ABST.,SI +++,NO ---,ABST.,NO ---,SI +++,NO ---,SI +++,NO ---,ABST.,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,ABST.,NO ---,NO ---,NO ---,ABST.,SI +++,SI +++,NO ---,ABST.,SI +++,NO ---,SI +++,AUS,NO ---,NO ---,SI +++,SI +++,LO,NO ---,ABST.,SI +++,SI +++,ABST.,SI +++,NO ---,,ABST.,NO ---,NO ---,ABST.,SI +++,NO ---,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,ABST.,SI +++,ABST.,SI +++,NO ---,ABST.,ABST.,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,LP,NO ---,NO ---,ABST.,ABST.,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,ABST.,SI +++,LO,SI +++,NO ---,SI +++,NO ---,SI +++,AUS,ABST.
2021-08-19,5.0,ABST.,NO ---,SI +++,NO ---,ABST.,SI +++,***,ABST.,SI +++,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,SI +++,NO ---,LO,NO ---,LE,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,ABST.,NO ---,NO ---,ABST.,NO ---,NO ---,AUS,NO ---,ABST.,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,SI +++,LO,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,,SI +++,NO ---,NO ---,SI +++,ABST.,NO ---,SI +++,NO ---,SI +++,NO ---,ABST.,SI +++,SI +++,ABST.,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,LP,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,LO,SI +++,NO ---,SI +++,NO ---,SI +++,AUS,SI +++
2021-08-19,6.0,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,LE,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LP,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++
2021-08-19,7.0,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,LE,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LP,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++
2021-08-19,8.0,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,LO,NO ---,LE,SI +++,NO ---,***,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,AUS,NO ---,ABST.,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,SI +++,LO,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,LP,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,ABST.,LO,SI +++,NO ---,SI +++,NO ---,SI +++,AUS,SI +++
2021-08-19,9.0,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,LO,NO ---,LE,SI +++,NO ---,***,SI +++,AUS,NO ---,SI +++,SI +++,SI +++,LP,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,SI +++,LO,ABST.,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,,SI +++,NO ---,NO ---,SI +++,ABST.,NO ---,SI +++,NO ---,SI +++,AUS,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,SI +++,AUS,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,LP,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,NO ---,AUS,NO ---,AUS,ABST.,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,LO,SI +++,NO ---,SI +++,NO ---,SI +++,AUS,SI +++
2021-08-24,1.0,NO ---,NO ---,NO ---,ABST.,AUS,NO ---,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,NO ---,LO,ABST.,AUS,NO ---,NO ---,SI +++,NO ---,NO ---,ABST.,NO ---,NO ---,SI +++,AUS,NO ---,ABST.,NO ---,NO ---,NO ---,ABST.,NO ---,SI +++,NO ---,NO ---,ABST.,NO ---,NO ---,ABST.,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,ABST.,NO ---,NO ---,SI +++,ABST.,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,ABST.,NO ---,ABST.,NO ---,***,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,LO,NO ---,ABST.,NO ---,AUS,NO ---,AUS,NO ---,ABST.,SI +++,ABST.,NO ---,NO ---,ABST.,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,SI +++,ABST.,NO ---,NO ---,NO ---,ABST.,NO ---,ABST.,NO ---,NO ---,ABST.,NO ---,SI +++,NO ---,ABST.,NO ---,AUS,NO ---
2021-08-24,2.0,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,AUS,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,AUS,SI +++
2021-08-27,1.0,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,***,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,LE,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,SI +++,NO ---,NO ---,SI +++,,NO ---,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,AUS,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,NO ---,AUS,NO ---,AUS,NO ---,LE,NO ---
2021-09-02,1.0,SI +++,SI +++,SI +++,NO ---,AUS,SI +++,***,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,LO,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,ABST.,LE,NO ---,AUS,AUS,SI +++,ABST.,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,AUS,SI +++,SI +++,SI +++,AUS,SI +++,ABST.,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++
